0,1,2,3,4,5,6,7,8
"•results for year ended March 31, 2018 Includes provisions write back oft39.36 Mn for recruitment solutions and 99acres respectively.Business segments : The Company is primarily In the business of Internet based service delivery operating In four service verticals through various web portals In respective verticals namely recruitment solutions comprising primarilynaukri.com, other recruitment related portals and ancillary services related to recruitment, 99acres.com for real estate related services, leevansathl.com for matrimony related services and Shlksha.com for education related services. TheManaging Director & Chief Operating Officer of the Company examines the Company's performance both from a business A geographical prospective and has identified as reportable segment of its business which are ’RecruitmentSolutions* and ’99acres’; the ’Other segments"" comprises primarily Jeevansathi A Shiksha verticals are not considered as reportable operating segment since they Individually do not meet qualifying criteria for the reportable segment asperInd AS 108.During the year ended March 31, 2018 the company has, while enhancing the accuracy levels in segment results, revised its basis of expense allocation for ’Share based compensation cost* from allocation based on segment averagehead count to actual segment employee woe basis. As a result the inter-se segment results spilt between the segments have been restated for the foNowtng corresponding penodfs) along with change impact The segment results for’Recruitment solutions', *99 awes' and “Others' segment have Increased by by ? 0.17 Mn,f4.91 Mn Af3.04 Mn respectively for the quarter ended March 31, 2017 and by ? 0.51 Mn ,T22.70 Mn A T 10.38 Mn respectively for the yearended March 31, 2017 with a corresponding change In unallocated cost In each of the mentioned periods/year end. There is no change in the total segment result for any these penods/year end but only in the mter-se spilt between thethree segments.",,,,,,,,
Part111:,,,,,,,,
Statement of Standalone and Conosolldated Assets and Llabilitie,•,Standalone,Consolidated,,,,,
,,As atMarch 31*2018,"As stMarch 31,2017","As atMarch 31,2011","As atMarch 31,2017",,,
"ASSETSNON-CURRENT ASSETSProperty, plant and equipmentCapital work in proqressIntanqlble assetsIntanqible assets under developmentInvestment propertyGoodwillFinancial Assets(I)    Investments(II)    Other financial assetsNon-current tax assets (net)Deferred tax assets (net)Other non-current assetsTotal Non-Currant AssetsCURRENT ASSETSInventoriesFinancial assets(0 Investments(II)    Trade receivables(III)    Cash and cash equivalents(lv) Bank balances other than (III) above(v)    Loans(vi)    Other financial assetsCurrent tax assets (net)Other current assetsAssets classified as held for saleTotal current assetsTOTAL ASSETSEQUITY AND LIABILITIESEQUITYEquity share capitalOther EquityTotal EquityNon Controlling InterestLIABILITIESNON-CURRENT LIABILITIESFinancial liabilities(1) Borrowings(d) Trade payablesProvisionsOther non-current liabilitiesDeferred tax liabilitiesTotal non-current llabilitie*CURRENT LIABILITIESFinancial liabilities(I) Trade payables(10 Other financial liabilitiesProvisionsOther current liabilitiesTotal current HabitTotal UabilTotal EQUTTY AND UABILTI",,(7 Mn),(7 Mn),(7 Mn),I? Mn),,,
"(Audited)506.4522.718,263.041,509.99895.43358.6052.02","(Audited)586.0312.883.357,408.58212.67688.76295.1861.31","(Audited)531.8123.70286.3836.954.194.091,522.63949.43477.9152.69",(Audited)625.600.37233.319.66292.28421.923.347.21226.17689.70343.8162.87,,,,,
"11,608.24",9.268.76,8.075.59,6.252.90,,,,,
"11,455.7144.03740.07718.091,580.20131.55","2,162.1275.31472.732.435.33246.769.389.33111.50","7.4711,455.71S8.18848.61750.562.031,326.77144.873.293.03","8.622.162.1285.20556.052,476.1710.068.858.00S4.S1125.9211.18",,,,,
"14,669.65","14,893.08","17,887.23",14.347.83,,,,,
tie*,"26,277.89",24.161.S4,2S.962.82,20.600.73,,,,
"1,215.8919,858.57","1,210.8118.620.30","1,215.8919,234.42","1,210.8114.713.71",,,,,
"21,074.46",19.831.11,"20,450.31","15,924.52",,,,,
2.8131.749.41,3.5738.3010.40,(152.47)2.8131.7424.2852.03,(153.91)3.6938.3024.9837.4375.30,,,,,
43.96,52.27,110.86,179.70,,,,,
"506.044.69456.144,192.60",417.784.50416.103.440.08,"615.814.79461.024,472.50",524.956.05420.983.698.44,,,,,
"5,159.47",4.278.46,"5,554.12",4.650.42,,,,,
ties1ES,5.203.43,4.330.73,S.664.98,"4,830.12",,,,
,,,,,,,,
"26,277.89",24.161.S4,"25,962.82","20,600.73",,,,,
